"name","state_initials"
SÃO SEPÉ,RS
SÃO VALENTIM,RS
SÃO VALENTIM DO SUL,RS
SÃO VALÉRIO DO SUL,RS
SÃO VENDELINO,RS
SÃO VICENTE DO SUL,RS
SAPIRANGA,RS
SAPUCAIA DO SUL,RS
SARANDI,RS
SEBERI,RS
SEDE NOVA,RS
SEGREDO,RS
SELBACH,RS
SENADOR SALGADO FILHO,RS
SENTINELA DO SUL,RS
SERAFINA CORRÊA,RS
SÉRIO,RS
SERTÃO,RS
SERTÃO SANTANA,RS
SETE DE SETEMBRO,RS
SEVERIANO DE ALMEIDA,RS
SILVEIRA MARTINS,RS
SINIMBU,RS
SOBRADINHO,RS
SOLEDADE,RS
TABAÍ,RS
TAPEJARA,RS
TAPERA,RS
TAPES,RS
TAQUARA,RS
TAQUARI,RS
TAQUARUÇU DO SUL,RS
TAVARES,RS
TENENTE PORTELA,RS
TERRA DE AREIA,RS
TEUTÔNIA,RS
TIO HUGO,RS
TIRADENTES DO SUL,RS
TOROPI,RS
TORRES,RS
TRAMANDAÍ,RS
TRAVESSEIRO,RS
TRÊS ARROIOS,RS
TRÊS CACHOEIRAS,RS
TRÊS COROAS,RS
TRÊS DE MAIO,RS
TRÊS FORQUILHAS,RS
TRÊS PALMEIRAS,RS
TRÊS PASSOS,RS
TRINDADE DO SUL,RS
TRIUNFO,RS
TUCUNDUVA,RS
TUNAS,RS
TUPANCI DO SUL,RS
TUPANCIRETÃ,RS
TUPANDI,RS
TUPARENDI,RS
TURUÇU,RS
UBIRETAMA,RS
UNIÃO DA SERRA,RS
UNISTALDA,RS
URUGUAIANA,RS
VACARIA,RS
VALE VERDE,RS
VALE DO SOL,RS
VALE REAL,RS
VENÂNCIO AIRES,RS
VERA CRUZ,RS
VERANÓPOLIS,RS
VESPASIANO CORREA,RS
VIADUTOS,RS
VIAMÃO,RS
VICENTE DUTRA,RS
VICTOR GRAEFF,RS
VILA FLORES,RS
VILA LÂNGARO,RS
VILA MARIA,RS
VILA NOVA DO SUL,RS
VISTA ALEGRE,RS
VISTA ALEGRE DO PRATA,RS
VISTA GAÚCHA,RS
VITÓRIA DAS MISSÕES,RS
WESTFALIA,RS
XANGRI-LÁ,RS
ÁGUA CLARA,MS
ALCINÓPOLIS,MS
AMAMBAI,MS
ANASTÁCIO,MS
ANAURILÂNDIA,MS
ANGÉLICA,MS
ANTÔNIO JOÃO,MS
APARECIDA DO TABOADO,MS
AQUIDAUANA,MS
ARAL MOREIRA,MS
BANDEIRANTES,MS
BATAGUASSU,MS
BATAYPORÃ,MS
BELA VISTA,MS
BODOQUENA,MS
BONITO,MS
BRASILÂNDIA,MS
CAARAPÓ,MS
CAMAPUÃ,MS
CAMPO GRANDE,MS
CARACOL,MS
CASSILÂNDIA,MS
CHAPADÃO DO SUL,MS
CORGUINHO,MS
CORONEL SAPUCAIA,MS
CORUMBÁ,MS
COSTA RICA,MS
COXIM,MS
DEODÁPOLIS,MS
DOIS IRMÃOS DO BURITI,MS
DOURADINA,MS
DOURADOS,MS
ELDORADO,MS
FÁTIMA DO SUL,MS
FIGUEIRÃO,MS
GLÓRIA DE DOURADOS,MS
GUIA LOPES DA LAGUNA,MS
IGUATEMI,MS
INOCÊNCIA,MS
ITAPORÃ,MS
ITAQUIRAÍ,MS
IVINHEMA,MS
JAPORÃ,MS
JARAGUARI,MS
JARDIM,MS
JATEÍ,MS
JUTI,MS
LADÁRIO,MS
LAGUNA CARAPÃ,MS
MARACAJU,MS
MIRANDA,MS
MUNDO NOVO,MS
NAVIRAÍ,MS
NIOAQUE,MS
NOVA ALVORADA DO SUL,MS
NOVA ANDRADINA,MS
NOVO HORIZONTE DO SUL,MS
PARANAÍBA,MS
PARANHOS,MS
PEDRO GOMES,MS
PONTA PORÃ,MS
PORTO MURTINHO,MS
RIBAS DO RIO PARDO,MS
RIO BRILHANTE,MS
RIO NEGRO,MS
RIO VERDE DE MATO GROSSO,MS
ROCHEDO,MS
SANTA RITA DO PARDO,MS
SÃO GABRIEL DO OESTE,MS
SETE QUEDAS,MS
SELVÍRIA,MS
SIDROLÂNDIA,MS
SONORA,MS
TACURU,MS
TAQUARUSSU,MS
TERENOS,MS
TRÊS LAGOAS,MS
VICENTINA,MS
ACORIZAL,MT
ÁGUA BOA,MT
ALTA FLORESTA,MT
ALTO ARAGUAIA,MT
ALTO BOA VISTA,MT
ALTO GARÇAS,MT
ALTO PARAGUAI,MT
ALTO TAQUARI,MT
APIACÁS,MT
ARAGUAIANA,MT
ARAGUAINHA,MT
ARAPUTANGA,MT
ARENÁPOLIS,MT
ARIPUANÃ,MT
BARÃO DE MELGAÇO,MT
BARRA DO BUGRES,MT
BARRA DO GARÇAS,MT
BOM JESUS DO ARAGUAIA,MT
BRASNORTE,MT
CÁCERES,MT
CAMPINÁPOLIS,MT
CAMPO NOVO DO PARECIS,MT
CAMPO VERDE,MT
CAMPOS DE JÚLIO,MT
CANABRAVA DO NORTE,MT
CANARANA,MT
CARLINDA,MT
CASTANHEIRA,MT
CHAPADA DOS GUIMARÃES,MT
CLÁUDIA,MT
COCALINHO,MT
COLÍDER,MT
COMODORO,MT
CONFRESA,MT
CONQUISTA D'OESTE,MT
COTRIGUAÇU,MT
CUIABÁ,MT
CURVELÂNDIA,MT
DENISE,MT
DIAMANTINO,MT
DOM AQUINO,MT
FELIZ NATAL,MT
FIGUEIRÓPOLIS D'OESTE,MT
GAÚCHA DO NORTE,MT
GENERAL CARNEIRO,MT
GLÓRIA D'OESTE,MT
GUARANTÃ DO NORTE,MT
GUIRATINGA,MT
INDIAVAÍ,MT
IPIRANGA DO NORTE,MT
ITANHANGÁ,MT
ITAÚBA,MT
ITIQUIRA,MT
JACIARA,MT
JANGADA,MT
JAURU,MT
JUARA,MT
JUÍNA,MT
JURUENA,MT
JUSCIMEIRA,MT
LAMBARI D'OESTE,MT
LUCAS DO RIO VERDE,MT
LUCIARA,MT
VILA BELA DA SANTÍSSIMA TRINDADE,MT
MARCELÂNDIA,MT
MATUPÁ,MT
MIRASSOL D'OESTE,MT
NOBRES,MT
NORTELÂNDIA,MT
NOSSA SENHORA DO LIVRAMENTO,MT
NOVA BANDEIRANTES,MT
NOVA NAZARÉ,MT
NOVA LACERDA,MT
NOVA SANTA HELENA,MT
NOVA BRASILÂNDIA,MT
NOVA CANAÃ DO NORTE,MT
NOVA MUTUM,MT
NOVA OLÍMPIA,MT
NOVA UBIRATÃ,MT
NOVA XAVANTINA,MT
NOVO MUNDO,MT
NOVO HORIZONTE DO NORTE,MT
NOVO SÃO JOAQUIM,MT
PARANAÍTA,MT
PARANATINGA,MT
NOVO SANTO ANTÔNIO,MT
PEDRA PRETA,MT
PEIXOTO DE AZEVEDO,MT
PLANALTO DA SERRA,MT
POCONÉ,MT
PONTAL DO ARAGUAIA,MT
PONTE BRANCA,MT
PONTES E LACERDA,MT
PORTO ALEGRE DO NORTE,MT
PORTO DOS GAÚCHOS,MT
PORTO ESPERIDIÃO,MT
PORTO ESTRELA,MT
POXORÉO,MT
PRIMAVERA DO LESTE,MT
QUERÊNCIA,MT
SÃO JOSÉ DOS QUATRO MARCOS,MT
RESERVA DO CABAÇAL,MT
RIBEIRÃO CASCALHEIRA,MT
RIBEIRÃOZINHO,MT
RIO BRANCO,MT
SANTA CARMEM,MT
SANTO AFONSO,MT
SÃO JOSÉ DO POVO,MT
SÃO JOSÉ DO RIO CLARO,MT
SÃO JOSÉ DO XINGU,MT
SÃO PEDRO DA CIPA,MT
RONDOLÂNDIA,MT
RONDONÓPOLIS,MT
ROSÁRIO OESTE,MT
SANTA CRUZ DO XINGU,MT
SALTO DO CÉU,MT
SANTA RITA DO TRIVELATO,MT
SANTA TEREZINHA,MT
SANTO ANTÔNIO DO LESTE,MT
SANTO ANTÔNIO DO LEVERGER,MT
SÃO FÉLIX DO ARAGUAIA,MT
SAPEZAL,MT
SERRA NOVA DOURADA,MT
SINOP,MT
SORRISO,MT
TABAPORÃ,MT
TANGARÁ DA SERRA,MT
TAPURAH,MT
TERRA NOVA DO NORTE,MT
TESOURO,MT
TORIXORÉU,MT
UNIÃO DO SUL,MT
VALE DE SÃO DOMINGOS,MT
VÁRZEA GRANDE,MT
VERA,MT
VILA RICA,MT
NOVA GUARITA,MT
NOVA MARILÂNDIA,MT
NOVA MARINGÁ,MT
NOVA MONTE VERDE,MT
ABADIA DE GOIÁS,GO
ABADIÂNIA,GO
ACREÚNA,GO
ADELÂNDIA,GO
ÁGUA FRIA DE GOIÁS,GO
ÁGUA LIMPA,GO
ÁGUAS LINDAS DE GOIÁS,GO
ALEXÂNIA,GO
ALOÂNDIA,GO
ALTO HORIZONTE,GO
ALTO PARAÍSO DE GOIÁS,GO
ALVORADA DO NORTE,GO
AMARALINA,GO
AMERICANO DO BRASIL,GO
AMORINÓPOLIS,GO
ANÁPOLIS,GO
ANHANGUERA,GO
ANICUNS,GO
APARECIDA DE GOIÂNIA,GO
APARECIDA DO RIO DOCE,GO
APORÉ,GO
ARAÇU,GO
ARAGARÇAS,GO
ARAGOIÂNIA,GO
ARAGUAPAZ,GO
ARENÓPOLIS,GO
ARUANÃ,GO
AURILÂNDIA,GO
AVELINÓPOLIS,GO
BALIZA,GO
BARRO ALTO,GO
BELA VISTA DE GOIÁS,GO
BOM JARDIM DE GOIÁS,GO
BOM JESUS DE GOIÁS,GO
BONFINÓPOLIS,GO
BONÓPOLIS,GO
BRAZABRANTES,GO
BRITÂNIA,GO
BURITI ALEGRE,GO
BURITI DE GOIÁS,GO
BURITINÓPOLIS,GO
CABECEIRAS,GO
CACHOEIRA ALTA,GO
CACHOEIRA DE GOIÁS,GO
CACHOEIRA DOURADA,GO
CAÇU,GO
CAIAPÔNIA,GO
CALDAS NOVAS,GO
CALDAZINHA,GO
CAMPESTRE DE GOIÁS,GO
CAMPINAÇU,GO
CAMPINORTE,GO
CAMPO ALEGRE DE GOIÁS,GO
CAMPO LIMPO DE GOIÁS,GO
CAMPOS BELOS,GO
CAMPOS VERDES,GO
CARMO DO RIO VERDE,GO
CASTELÂNDIA,GO
CATALÃO,GO
CATURAÍ,GO
CAVALCANTE,GO
CERES,GO
CEZARINA,GO
CHAPADÃO DO CÉU,GO
CIDADE OCIDENTAL,GO
COCALZINHO DE GOIÁS,GO
COLINAS DO SUL,GO
CÓRREGO DO OURO,GO
CORUMBÁ DE GOIÁS,GO
CORUMBAÍBA,GO
CRISTALINA,GO
CRISTIANÓPOLIS,GO
CRIXÁS,GO
CROMÍNIA,GO
CUMARI,GO
DAMIANÓPOLIS,GO
DAMOLÂNDIA,GO
DAVINÓPOLIS,GO
DIORAMA,GO
DOVERLÂNDIA,GO
EDEALINA,GO
EDÉIA,GO
ESTRELA DO NORTE,GO
FAINA,GO
FAZENDA NOVA,GO
FIRMINÓPOLIS,GO
FLORES DE GOIÁS,GO
FORMOSA,GO
FORMOSO,GO
GAMELEIRA DE GOIÁS,GO
DIVINÓPOLIS DE GOIÁS,GO
GOIANÁPOLIS,GO
GOIANDIRA,GO
GOIANÉSIA,GO
GOIÂNIA,GO
GOIANIRA,GO
GOIÁS,GO
GOIATUBA,GO
GOUVELÂNDIA,GO
GUAPÓ,GO
GUARAÍTA,GO
GUARANI DE GOIÁS,GO
GUARINOS,GO
HEITORAÍ,GO
HIDROLÂNDIA,GO
HIDROLINA,GO
IACIARA,GO
INACIOLÂNDIA,GO
INDIARA,GO
INHUMAS,GO
IPAMERI,GO
IPIRANGA DE GOIÁS,GO
IPORÁ,GO
ISRAELÂNDIA,GO
ITABERAÍ,GO
ITAGUARI,GO
ITAGUARU,GO
ITAJÁ,GO
ITAPACI,GO
ITAPIRAPUÃ,GO
ITAPURANGA,GO
ITARUMÃ,GO
ITAUÇU,GO
ITUMBIARA,GO
IVOLÂNDIA,GO
JANDAIA,GO
JARAGUÁ,GO
JATAÍ,GO
JAUPACI,GO
JESÚPOLIS,GO
JOVIÂNIA,GO
JUSSARA,GO
LAGOA SANTA,GO
LEOPOLDO DE BULHÕES,GO
LUZIÂNIA,GO
MAIRIPOTABA,GO
MAMBAÍ,GO
MARA ROSA,GO
MARZAGÃO,GO
MATRINCHÃ,GO
MAURILÂNDIA,GO
MIMOSO DE GOIÁS,GO
MINAÇU,GO
MINEIROS,GO
MOIPORÁ,GO
MONTE ALEGRE DE GOIÁS,GO
MONTES CLAROS DE GOIÁS,GO
MONTIVIDIU,GO
MONTIVIDIU DO NORTE,GO
MORRINHOS,GO
MORRO AGUDO DE GOIÁS,GO
MOSSÂMEDES,GO
MOZARLÂNDIA,GO
MUNDO NOVO,GO
MUTUNÓPOLIS,GO
NAZÁRIO,GO
NERÓPOLIS,GO
NIQUELÂNDIA,GO
NOVA AMÉRICA,GO
NOVA AURORA,GO
NOVA CRIXÁS,GO
NOVA GLÓRIA,GO
NOVA IGUAÇU DE GOIÁS,GO
NOVA ROMA,GO
NOVA VENEZA,GO
NOVO BRASIL,GO
NOVO GAMA,GO
NOVO PLANALTO,GO
ORIZONA,GO
OURO VERDE DE GOIÁS,GO
OUVIDOR,GO
PADRE BERNARDO,GO
PALESTINA DE GOIÁS,GO
PALMEIRAS DE GOIÁS,GO
PALMELO,GO
PALMINÓPOLIS,GO
PANAMÁ,GO
PARANAIGUARA,GO
PARAÚNA,GO
PEROLÂNDIA,GO
PETROLINA DE GOIÁS,GO
PILAR DE GOIÁS,GO
PIRACANJUBA,GO
PIRANHAS,GO
PIRENÓPOLIS,GO
PIRES DO RIO,GO
PLANALTINA,GO
PONTALINA,GO
PORANGATU,GO
PORTEIRÃO,GO
PORTELÂNDIA,GO
POSSE,GO
PROFESSOR JAMIL,GO
QUIRINÓPOLIS,GO
RIALMA,GO
RIANÁPOLIS,GO
RIO QUENTE,GO
RIO VERDE,GO
RUBIATABA,GO
SANCLERLÂNDIA,GO
SANTA BÁRBARA DE GOIÁS,GO
SANTA CRUZ DE GOIÁS,GO
SANTA FÉ DE GOIÁS,GO
SANTA HELENA DE GOIÁS,GO
SANTA ISABEL,GO
SANTA RITA DO ARAGUAIA,GO
SANTA RITA DO NOVO DESTINO,GO
SANTA ROSA DE GOIÁS,GO
SANTA TEREZA DE GOIÁS,GO
SANTA TEREZINHA DE GOIÁS,GO
SANTO ANTÔNIO DA BARRA,GO
SANTO ANTÔNIO DE GOIÁS,GO
SANTO ANTÔNIO DO DESCOBERTO,GO
SÃO DOMINGOS,GO
SÃO FRANCISCO DE GOIÁS,GO
SÃO JOÃO D'ALIANÇA,GO
SÃO JOÃO DA PARAÚNA,GO
SÃO LUÍS DE MONTES BELOS,GO
SÃO LUÍZ DO NORTE,GO
SÃO MIGUEL DO ARAGUAIA,GO
SÃO MIGUEL DO PASSA QUATRO,GO
SÃO PATRÍCIO,GO
SÃO SIMÃO,GO
SENADOR CANEDO,GO
SERRANÓPOLIS,GO
SILVÂNIA,GO
SIMOLÂNDIA,GO
SÍTIO D'ABADIA,GO
TAQUARAL DE GOIÁS,GO
TERESINA DE GOIÁS,GO
TEREZÓPOLIS DE GOIÁS,GO
TRÊS RANCHOS,GO
TRINDADE,GO
TROMBAS,GO
TURVÂNIA,GO
TURVELÂNDIA,GO
UIRAPURU,GO
URUAÇU,GO
URUANA,GO
URUTAÍ,GO
VALPARAÍSO DE GOIÁS,GO
VARJÃO,GO
VIANÓPOLIS,GO
VICENTINÓPOLIS,GO
VILA BOA,GO
VILA PROPÍCIO,GO
BRASÍLIA,DF
Sem CEP,N/A
